name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
Housing Development Finance Corporation,,$59.64 B,,India,,,,,,,$32.74,,HDFC.NS,,
Micron Technology,,$59.44 B,,USA,,,,,,,$54.68,,MU,,
Micron Technology,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",$77.51 B,"43,000",United States,,,,Sanjay Mehrotra,1978,,$57.34,,,,$31.2B
Truist Financial,,$59.78 B,,USA,,,,,,,$45.06,,TFC,,
Truist Financial,Banking,$67.64 B,"52,641",United States,,,,William H. Rogers Jr.,1872,,,,,,$23.2B
The Saudi National Bank,Banks,$60.01 B,"16,113",Saudi Arabia,"Riyadh, Saudi Arabia",,Financials,Saeed bin Mohammed Al-Ghamdi,1953,,$13.52,,1180.SR,,$8.6B
Atlas Copco,"Engineering, Manufacturing",$60.53 B,"43,000",Sweden,,,,Mats Rahmström,1873,,$11.53,,ATCO-B.ST,,$12.9B
Intercontinental Exchange,,$61.02 B,,USA,,,,,,,$109.25,,ICE,,
Crown Castle,,$60.70 B,,USA,,,,,,,$140.17,,CCI,,
Charter Communications,,$61.13 B,,USA,,,,,,,$392.69,,CHTR,,
Charter Communications,Media,$97.92 B,"93,700",United States,"Stamford, CT, United States",,Communication Services,Thomas M. Rutledge,1993,,,,,,$51.7B
Siemens Healthineers,,$61.19 B,,Germany,,,,,,,$54.32,,SHL.DE,,
Blackstone Group,,$61.48 B,,USA,,,,,,,$85.16,,BX,,
Blackstone Group,,$61.39 B,3.795,BX,,,,,,,$85.04,,,,$9.84 B
Scotiabank,,$61.41 B,,Canada,,,,,,,$51.21,,BNS,,
Fast Retailing,Retailing,$61.92 B,"55,589",Japan,,,,Tadashi Yanai,1963,,$605.94,,9983.T,,$19.3B
Bharti Airtel,Telecommunications Services,$61.78 B,"48,600",India,,,,Gopal Vittal,1995,,$10.42,,BHARTIARTL.NS,,$15B
America Movil,,$62.28 B,178.399,Mexico,,,,,,,$18.90,,AMX,,$37.04 B
Occidental Petroleum,,$61.99 B,,USA,,,,,,,$68.21,,OXY,,
Occidental Petroleum,Oil & Gas Operations,$53.05 B,"11,678",United States,,,,Vicki A. Hollub,1920,,,,,,$26B
Daiichi Sankyō,,$62.88 B,,Japan,,,,,,,$32.81,,4568.T,,
Lam Research,,$62.41 B,,USA,,,,,,,$457.67,,LRCX,,
Lam Research,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",$64.61 B,"16,300",United States,,,,Tim Archer,1980,,,,,,$16.7B
Aon,,$63.45 B,,UK,,,,,,,$306.78,,AON,,
Aon,Insurance,$68.81 B,"50,000",Ireland,,,,Gregory C. Case,1982,,,,,,$12.2B
Aon,,$65.60 B,50.0,AON,,,,,,,$317.17,,,,$12.42 B
Nongfu Spring,Food & Drink,$63.67 B,"20,000",China,,,,Shan Shan Zhong,1996,,$5.66,,9633.HK,,$4.6B
Equinix,,$63.98 B,,USA,,,,,,,$691.47,,EQIX,,
Equinix,Diversified Financials,$67.84 B,"10,944",United States,,,,Charles J. Meyers,1998,,,,,,$6.6B
Airbnb,,$63.95 B,,USA,,,,,,,$101.00,,ABNB,,
Eaton,Capital Goods,$64.94 B,"85,947",Ireland,,,,Craig Arnold,1911,,$163.31,,ETN,,$19.6B
Walmex,,$66.07 B,,Mexico,,,,,,,$3.78,,WMMVF,,
Boston Scientific,,$66.74 B,41.000,USA,,,,,,,$46.60,,BSX,,$12.56 B
Boston Scientific,Health Care Equipment & Services,$62.63 B,"41,000",United States,,,,Michael F. Mahoney,1979,,,,,,$11.9B
Canadian Natural Resources,Oil & Gas Operations,$66.79 B,"9,735",Canada,,,,Murray Edwards,1973,,$59.96,,CNQ,,$24B
Fiserv,,$66.97 B,44.000,USA,,,,,,,$105.46,,FISV,,$17.36 B
Fiserv,Business Services & Supplies,$63.16 B,"26,000",United States,,,,Frank J. Bisignano,1984,,,,,,$16.2B
National Australia Bank,,$67.23 B,,Australia,,,,,,,$21.33,,NAB.AX,,
Softbank,Telecommunications Services,$67.28 B,"58,786",Japan,,,,Masayoshi Son,1981,,$45.10,,,,$96.9B
Humana,,$69.22 B,,USA,,,,,,,$546.78,,HUM,,
Humana,Drugs & Biotechnology,$56.34 B,"96,900",United States,,,,Bruce D. Broussard,1961,,,,,,$84.1B
China Yangtze Power,Utilities,$69.23 B,"4,036",China,,,,Guo Qing Chen,2002,,$3.04,,600900.SS,,$8.5B
Sempra Energy,,$52.15 B,,USA,,,,,,,$165.93,,SRE,,
Sempra Energy,Utilities—Diversified,$52.47 B,"15,390",United States,"San Diego, CA, United States",,Utilities,Mr. Jeffrey Walker Martin,1998,,,,SRE,,US$11.370 billion (Fiscal Year Ended 2020)
Rosneft,Oil & Gas Operations,$52.21 B,Not found,Russia,,,,Igor Ivanovich Sechin,1993,,$5.50,,ROSN.ME,,$111.4B
Palo Alto Networks,,$52.21 B,12.561,USA,,,,,,,$172.69,,PANW,,$5.81 B
Palo Alto Networks,Technology Hardware & Equipment,$56.29 B,"10,473",United States,,,,Nikesh Arora,2005,,,,,,$4.9B
Marriott International,,$52.42 B,,USA,,,,,,,$165.63,,MAR,,
Marriott International,Travel & Leisure,$58.74 B,"97,000",United States,,,,Anthony Capuano,1927,,,,,,$13.9B
Pernod Ricard,"Food, Soft Beverages, Alcohol & Tobacco",$52.53 B,"18,500",France,,,,Alexandre Ricard,1975,,$200.82,,RI.PA,,$11.6B
Eni,Oil & Gas Operations,$52.82 B,"30,775",Italy,,,,Claudio Descalzi,1953,,$29.06,,,,$90.5B
Safran,Aerospace & Defense,$52.61 B,"76,800",France,,,,Olivier Andriès,1984,,$123.38,,SAF.PA,,$17.9B
Synopsys,,$53.23 B,16.361,USA,,,,,,,$348.17,,SNPS,,$4.94 B
Synopsys,IT Software & Services,$43.63 B,"16,361",United States,,,,Dr. Aart de Geus,1986,,,,,,$4.5B
Reckitt Benckiser,,$53.13 B,40.0,UK,,,,,,,$74.24,,RKT.L,,$14.99 B
United Heavy Machinery,,$53.58 B,,Russia,,,,,,,$63.30,,OMZZP.ME,,
Enterprise Products,,$54.06 B,,USA,,,,,,,$24.85,,EPD,,
Anglo American,Materials,$54.20 B,"63,698",UK,,,,Duncan Graham Wanblad,1917,,$40.53,,AAL.L,,$41.5B
Anglo American,Materials,$59.82 B,"63,698",united-kingdom,,,,Duncan Graham Wanblad,1917,,$44.73,,,,$41.5B
Anglo American,,$58.13 B,106.0,AAL.L,,,,,,,$43.46,,,,$41.55 B
Monster Beverage,,$54.28 B,3.458,USA,,,,,,,$104.04,,MNST,,$6.22 B
Monster Beverage,"Food, Drink & Tobacco",$45.34 B,"4,092",United States,,,,Rodney Cyril Sacks,1985,,,,,,$5.5B
Tokyo Electron,Semiconductors,$54.21 B,"14,479",Japan,,,,Toshiki Kawai,1963,,$348.10,,8035.T,,$17.1B
Shopify,"IT, Internet, Software & Services",$54.77 B,"10,000",Canada,"Ottawa, ON, Canada",,Technology,Tobias Albin Lütke,2006,,$43.06,,SHOP,,$4.6B
Keurig Dr Pepper,,$54.86 B,,USA,,,,,,,$38.74,,KDP,,
Keurig Dr Pepper,"Food, Drink & Tobacco",$52.47 B,"27,500",United States,,,,Robert James Gamgort,2018,,,,,,$12.7B
Adani Enterprises,Conglomerate,$54.93 B,"23,000",India,,,,Rajesh Shantilal Adani,1988,,$48.18,,ADANIENT.NS,,$7.9B
Dollar General,,$55.03 B,,USA,,,,,,,$243.96,,DG,,
Dollar General,Retailing,$56.92 B,"163,000",United States,,,,Todd Vasos,1939,,,,,,$34.2B
Moody's,,$55.27 B,,USA,,,,,,,$301.73,,MCO,,
Moody's,Business Services & Supplies,$59.77 B,"13,460",United States,,,,Robert Scott Fauber,1909,,,,,,$6.2B
Marathon Petroleum,,$55.40 B,,USA,,,,,,,$118.23,,MPC,,
Marathon Petroleum,Oil & Gas Operations,$48.64 B,"17,700",United States,,,,Michael J. Hennigan,2009,,,,,,$119.8B
Heineken,"Food, Drink & Tobacco",$55.77 B,"82,257",Netherlands,,,,Jean-François M. L. van Boxmeer,1864,,$96.36,,HEIA.AS,,$25.9B
Ford,,$55.72 B,,USA,,,,,,,$13.86,,F,,
Enel,Utilities,$56.35 B,"66,279",Italy,,,,Francesco Starace,1962,,$5.55,,ENEL.MI,,$99.4B
Westpac Banking,,$56.45 B,,Australia,,,,,,,$16.15,,WBC.AX,,
General Motors,,$56.68 B,,USA,,,,,,,$39.90,,GM,,
General Motors,Automotive (Automotive and Suppliers),$57.89 B,"94,448",United States,,,,Mary T. Barra,1908,,,,,,$127B
Mindray,,$56.65 B,,China,,,,,,,$46.73,,300760.SZ,,
Pioneer Natural Resources,,$56.88 B,,USA,,,,,,,$239.41,,PXD,,
Pioneer Natural Resources,Oil & Gas Operations,$57.38 B,"1,932",United States,,,,Scott Douglas Sheffield,1997,,,,,,$17.9B
Thomson Reuters,Media & Advertising,$56.89 B,"24,400",Canada,,,,Steve Hasker,2008,,$117.84,,TRI,,$6.3B
Bayer,,$56.98 B,,Germany,,,,,,,$58.00,,BAYZF,,
Emerson,,$57.28 B,,USA,,,,,,,$96.87,,EMR,,
Dassault Systèmes,,$51.91 B,,France,,,,,,,$38.67,,DSY.PA,,
Public Storage,,$52.09 B,5.800,USA,,,,,,,$295.80,,PSA,,$4.01 B
Public Storage,REIT—Industrial,$69.31 B,"5,800",United States,"Glendale, CA, United States",,Real Estate,Joseph D. Russell Jr.,1972,,,,PSA,,$3.4B
Longi Green Energy Technology,Semiconductors,$51.82 B,"46,631",China,,,,Zhen Guo Li,2000,,$6.84,,,,$11.8B
Novatek,Oil & Gas Operations,$46.65 B,Not found,Russia,,,,Leonid Viktorovich Mikhelson,1994,,$15.54,,NVTK.ME,,$15.4B
American International Group,,$46.62 B,,USA,,,,,,,$62.75,,AIG,,
American International Group,Insurance,$48.73 B,"36,600",United States,,,,Peter S. Zaffino,1919,,,,,,$52.1B
Johnson Controls,,$46.77 B,,Ireland,,,,,,,$68.12,,JCI,,
Sumitomo Mitsui Financial Group,,$46.82 B,,Japan,,,,,,,$6.83,,SMFG,,
Sberbank,Banking,$46.99 B,"287,866",Russia,"Moscow, Russia",,Financials,Herman Oskarovich Gref,1841,,$2.09,,SBER.ME,,$57.4B
Cintas,,$46.96 B,43.000,USA,,,,,,,$462.53,,CTAS,,$6.41 B
Cintas,Business Services & Supplies,$41.75 B,"40,000",United States,,,,Scott D. Farmer,1968,,,,,,$7.6B
Kotak Mahindra Bank,Diversified Financials,$47.09 B,"73,000",India,,,,Uday Kotak,1985,,$23.72,,KOTAKBANK.NS,,$7.9B
Roper Technologies,,$47.07 B,,USA,,,,,,,$443.87,,ROP,,
Roper Technologies,Conglomerates,$47.95 B,"19,300",United States,,,,Laurence Neil Hunn,1981,,,,,,$6.1B
Cadence Design Systems,,$47.30 B,,USA,,,,,,,$172.43,,CDNS,,
Oriental Land,Media,$47.32 B,"8,782",Japan,,,,Toshio Kagami,1960,,$144.48,,4661.T,,$2B
Bank Rakyat Indonesia,,$47.44 B,,Indonesia,,,,,,,$0.29,,BYRA.F,,
Macquarie,,$47.35 B,,Australia,,,,,,,$122.50,,MQG.AX,,
Edwards Lifesciences,,$47.32 B,,USA,,,,,,,$76.55,,EW,,
Edwards Lifesciences,Drugs & Biotechnology,$73.55 B,"16,000",United States,,,,Michael A. Mussallem,1958,,,,,,$5.2B
Southern Copper,,$47.90 B,14.700,USA,,,,,,,$61.97,,SCCO,,$10.05 B
Midea,,$47.88 B,,China,,,,,,,$6.84,,000333.SZ,,
Samsung Biologics,,$47.71 B,,South Korea,,,,,,,$670.33,,207940.KS,,
Snowflake,,$47.91 B,4.991,USA,,,,,,,$149.74,,SNOW,,$1.63 B
Snowflake,IT Software & Services,$54.68 B,"3,992",United States,,,,Frank Slootman,2012,,,,,,$1.2B
Corteva,,$48.09 B,21.000,USA,,,,,,,$67.31,,CTVA,,$17.10 B
Corteva,Chemicals,$41.92 B,"21,000",United States,,,,Chuck Magro,2019,,,,,,$15.7B
Amphenol,,$47.97 B,,USA,,,,,,,$80.62,,APH,,
Amphenol,Technology Hardware & Equipment,$41.49 B,"90,000",United States,,,,Richard Adam Norwitt,1932,,,,,,$10.9B
Constellation Brands,,$48.15 B,,USA,,,,,,,$261.05,,STZ,,
Constellation Brands,"Food, Drink & Tobacco",$46.99 B,"10,000",United States,,,,William A. Newlands Jr.,1945,,,,,,$8.8B
The Hershey Company,,$48.13 B,16.620,USA,,,,,,,$234.73,,HSY,,$10.09 B
The Hershey Company,Confectioners,$45.83 B,"17,000",United States,"Hershey, PA, United States",,Consumer Staples,Michele Buck,1894,,,,HSY,,$9B
Adani Total Gas,Oil & Gas Operations,$48.45 B,517,India,,,,Suresh P. Manglani,2005,,$43.97,,ATGL.NS,,$353M
Mitsubishi Corporation,,$48.41 B,,Japan,,,,,,,$33.07,,8058.T,,
Centene,,$48.57 B,,USA,,,,,,,$85.79,,CNC,,
Centene,Drugs & Biotechnology,$49.2 B,"72,500",United States,,,,Sarah London,1984,,,,,,$126B
Kraft Heinz,,$48.78 B,,USA,,,,,,,$39.83,,KHC,,
American Electric Power,,$48.87 B,,USA,,,,,,,$95.12,,AEP,,
Daikin,,$48.82 B,,Japan,,,,,,,$166.83,,6367.T,,
Valero Energy,,$48.98 B,,USA,,,,,,,$127.07,,VLO,,
Valero Energy,Oil & Gas Operations,$42.19 B,"9,813",United States,,,,Joseph W. Gorder,1980,,,,,,$114B
Lululemon Athletica,Retailing,$49.21 B,"29,000",Canada,,,,Calvin McDonald,1998,,$385.99,,,,$6.3B
Ambev,,$49.13 B,,Brazil,,,,,,,$3.10,,ABEV,,
Itaú Unibanco,,$49.39 B,,Brazil,,,,,,,$5.04,,ITUB,,
Stellantis,Consumer Durables,$49.38 B,"281,595",Netherlands,,,,Carlos Tavares,2021,,$15.37,,STLA,,$176.6B
Bajaj Finance,,$49.64 B,,India,,,,,,,$82.00,,BAJFINANCE.NS,,
Saudi Telecom Company,Telecom Services,$49.83 B,,Saudi Arabia,"Riyadh, Saudi Arabia",,Communication Services,,,,$9.98,,7010.SR,,
Nintendo,Consumer Durables,$49.82 B,"6,574",Japan,,,,Shuntaro Furukawa,1889,,$42.65,,7974.T,,$15.2B
Santander,Banking and Financial Services,$49.93 B,"200,651",Spain,,,,José Antonio Álvarez,1857,,$2.95,,SAN,,$78.2B
Deutsche Post,Transportation,$49.85 B,"592,263",Germany,,,,Frank Appel,1995,,$40.93,,DPW.DE,,$96.6B
Hitachi,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",$50.09 B,"368,247",Japan,,,,Toshiaki Higashihara,1910,,$53.25,,6501.T,,$91.9B
Adyen,IT Software & Services,$50.03 B,"2,180",Netherlands,,,,Pieter van van der Does,2006,,"$1,563",,ADYEN.AS,,$7.1B
Phillips 66,,$50.41 B,14.000,USA,,,,,,,$106.66,,PSX,,$162.31 B
Phillips 66,Oil & Gas Refining & Marketing,$37.51 B,"14,000",United States,"Houston, TX, United States",,Energy,Greg C. Garland,2012,,,,PSX,,$111.7B
Dominion Energy,,$50.38 B,,USA,,,,,,,$60.47,,D,,
Dominion Energy,Utilities,$68.82 B,"17,100",United States,,,,Robert M. Blue,1983,,,,,,$14B
General Mills,,$51.35 B,,USA,,,,,,,$86.52,,GIS,,
General Mills,"Food, Soft Beverages, Alcohol & Tobacco",$43.66 B,"15,000",United States,,,,Jeffrey L. Harmening,1866,,,,,,$18.6B
Vmware,,$51.31 B,,USA,,,,,,,$120.84,,VMW,,
Hong Kong Exchanges & Clearing,,$51.30 B,,Hong Kong,,,,,,,$40.47,,0388.HK,,
Recruit,,$51.80 B,,Japan,,,,,,,$32.16,,6098.T,,
Industrial Bank,,$51.52 B,,China,,,,,,,$2.48,,601166.SS,,
China Telecom,Telecommunications Services,$51.41 B,"278,922",China,,,,Rui Wen Ke,2002,,$0.40,,0728.HK,,$68.2B
Biogen,,$43.04 B,,USA,,,,,,,$298.90,,BIIB,,
Biogen,Drugs & Biotechnology,$30.86 B,"9,610",United States,,,,Michel Vounatsos,1978,,,,,,$10.4B
Intesa Sanpaolo,Banking,$42.93 B,"108,043",Italy,,,,Carlo Messina,2007,,$2.21,,ISP.MI,,$47.8B
Hikvision,Technology Hardware & Equipment,$42.93 B,"52,752",China,,,,Yang Zhong Hu,2001,,$4.55,,002415.SZ,,$13B
Ecolab,,$43.11 B,,USA,,,,,,,$151.36,,ECL,,
Ecolab,Business Services & Supplies,$50.16 B,"47,000",United States,,,,Christophe Beck,1923,,,,,,$12.7B
Sysco,,$43.24 B,,USA,,,,,,,$85.33,,SYY,,
Sysco,Food Markets,$45.06 B,"58,000",United States,,,,Kevin P. Hourican,1969,,,,,,$60.7B
Suncor Energy,Oil & Gas Operations,$43.40 B,"16,922",Canada,,,,Mark S. Little,1919,,$31.94,,SU,,$31.2B
Cheniere Energy,,$28.80 B,,USA,,,,,,,$59.51,,LNG,,
Cheniere Energy,Oil & Gas Operations,$34.52 B,"1,550",United States,,,,Jack A. Fusco,1983,,,,,,$17.6B
Cheniere Energy,,$27.63 B,1.55,CQP,,,,,,,$57.10,,,,$15.74 B
Autodesk,,$43.41 B,12.600,USA,,,,,,,$201.11,,ADSK,,$4.63 B
Autodesk,"IT, Internet, Software & Services",$40.7 B,"12,600",United States,,,,Andrew Anagnost,1982,,,,,,$4.4B
Chugai Pharmaceutical,,$43.71 B,,Japan,,,,,,,$26.59,,4519.T,,
Workday,,$43.77 B,16.918,USA,,,,,,,$170.99,,WDAY,,$5.67 B
Workday,IT Software & Services,$51.74 B,"15,200",United States,,,,Aneel Bhuri,2005,,,,,,$5.1B
Universal Music Group,Business Services & Supplies,$43.75 B,"9,505",Netherlands,,,,Lucian C. Grainge,1995,,$23.97,,UMG.AS,,$10.1B
Infineon,,$44.02 B,,Germany,,,,,,,$33.80,,IFX.DE,,
Fidelity National Information Services,,$43.94 B,,USA,,,,,,,$74.06,,FIS,,
Hess,,$44.40 B,,USA,,,,,,,$144.02,,HES,,
Hess,Oil & Gas Operations,$32.97 B,"1,545",United States,,,,John B. Hess,1920,,,,,,$7.7B
Republic Services,,$44.40 B,35.000,USA,,,,,,,$140.52,,RSG,,$12.41 B
Republic Services,Business Services & Supplies,$41.81 B,"35,000",United States,,,,Jon Vander Ark,1998,,,,,,$11.3B
Chipotle Mexican Grill,,$44.48 B,,USA,,,,,,,"$1,605",,CMG,,
Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",$41.49 B,"97,660",United States,,,,Brian R. Niccol,1993,,,,,,$7.5B
The Travelers Companies,,$44.41 B,,USA,,,,,,,$189.54,,TRV,,
Simon Property Group,,$44.66 B,,USA,,,,,,,$119.34,,SPG,,
Simon Property Group,Diversified Financials,$41.33 B,"3,300",United States,,,,David E. Simon,1993,,,,,,$5.1B
Simon Property Group,,$46.99 B,2.4,SPG,,,,,,,$125.57,,,,$5.21 B
Aflac,,$44.98 B,,USA,,,,,,,$72.34,,AFL,,
Aflac,Insurance,$41.15 B,"12,447",United States,,,,Daniel P. Amos,1955,,,,,,$22.1B
Mitsui Bussan,,$44.82 B,,Japan,,,,,,,$28.49,,8031.T,,
Devon Energy,,$44.75 B,,USA,,,,,,,$68.46,,DVN,,
Devon Energy,Oil & Gas Operations,$38.57 B,"1,600",United States,,,,Rick Muncrief,1971,,,,,,$13.7B
Woodside Energy,,$45.49 B,,Australia,,,,,,,$23.96,,WDS,,
Paychex,,$45.40 B,16.000,USA,,,,,,,$125.98,,PAYX,,$4.67 B
Paychex,Business Services & Supplies,$47.42 B,"16,000",United States,,,,Martin Mucci,1971,,,,,,$4.5B
Itōchū Shōji,,$45.60 B,,Japan,,,,,,,$31.04,,8001.T,,
Motorola Solutions,,$45.59 B,18.700,USA,,,,,,,$272.70,,MSI,,$8.72 B
Motorola Solutions,Aerospace & Defense,$37.7 B,"18,700",United States,,,,Gregory Q. Brown,2011,,,,,,$8.2B
Enphase Energy,,$45.67 B,,USA,,,,,,,$336.00,,ENPH,,
Maaden,,$45.72 B,,Saudi Arabia,,,,,,,$18.58,,1211.SR,,
Agilent Technologies,,$45.92 B,,USA,,,,,,,$155.67,,A,,
Agilent Technologies,Health Care Equipment & Services,$36.41 B,"16,000",United States,,,,Michael R. McMullen,1999,,,,,,$6.4B
National Grid,Utilities,$46.33 B,"23,683",UK,,,,John Mark Pettigrew,1990,,$62.46,,NGG,,$20.8B
National Grid,Utilities,$46.98 B,"23,683",united-kingdom,,,,John Mark Pettigrew,1990,,$63.90,,,,$20.8B
National Grid,,$46.43 B,29.292,NGG,,,,,,,$63.15,,,,$23.04 B
Takeda Pharmaceutical,Drugs & Biotechnology,$46.07 B,"47,099",Japan,,,,Christophe Weber,1781,,$14.82,,TAK,,$31.5B
Microchip Technology,,$42.52 B,,USA,,,,,,,$77.31,,MCHP,,
Microchip Technology,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",$36.73 B,"21,000",United States,,,,Ganesh Moorthy,1989,,,,,,$6.4B
Williams Companies,,$42.59 B,,USA,,,,,,,$34.96,,WMB,,
Kinder Morgan,,$42.70 B,,USA,,,,,,,$19.00,,KMI,,
Kinder Morgan,"Construction, Oil & Gas Operations, Mining and Chemicals",$43.42 B,"11,000",United States,,,,Steven J. Kean,1997,,,,,,$16.6B
Muyuan Foods,,$37.07 B,,China,,,,,,,$6.97,,002714.SZ,,
Hoya,Technology Hardware & Equipment,$37.22 B,"37,245",Japan,,,,Eiichiro Ikeda,1944,,$104.45,,7741.T,,$5.9B
Carrier,,$37.36 B,58.000,USA,,,,,,,$44.68,,CARR,,$20.44 B
Capital One,,$37.28 B,,USA,,,,,,,$97.69,,COF,,
Capital One,Banking and Financial Services,$54.88 B,"50,767",United States,,,,Richard D. Fairbank ,1994,,,,,,$32.1B
Wesfarmers,Food Markets,$37.36 B,"114,000",Australia,,,,Robert Scott,1914,,$32.93,,WES.AX,,$25.4B
Waste Connections,,$37.40 B,,USA,,,,,,,$145.45,,WCN,,
Waste Connections,Business Services & Supplies,$35.26 B,"19,998",Canada,,,,Worthing F. Jackman,2002,,$131.52,,,,$6.2B
Zijin Mining,,$37.39 B,,China,,,,,,,$1.44,,601899.SS,,
Maersk,,$37.61 B,,Denmark,,,,,,,"$2,080",,DP4A.F,,
Adani Transmission,Utilities,$37.63 B,"11,922",India,,,,Anil Kumar Sardana,2013,,$33.73,,ADANITRANS.NS,,$1.5B
Xcel Energy,,$37.83 B,,USA,,,,,,,$69.14,,XEL,,
Xcel Energy,Utilities,$40.44 B,"11,321",United States,,,,Robert Frenzel,1909,,,,,,$13.4B
Marvell Technology Group,,$38.12 B,,USA,,,,,,,$44.72,,MRVL,,
Volvo Group,Consumer Durables,$38.01 B,"95,850",Sweden,,,,Martin Lundstedt,1927,,$18.29,,VOLVF,,$43.4B
Hilton Worldwide,,$38.24 B,,USA,,,,,,,$141.42,,HLT,,
Cenovus Energy,Oil & Gas Operations,$38.55 B,"5,938",Canada,,,,Alexander J. Pourbaix,1881,,$19.94,,CVE,,$37B
Ørsted,,$38.60 B,,Denmark,,,,,,,$89.87,,DOGEF,,
Nordea Bank,Banking,$38.81 B,"26,894",Finland,,,,Frank Vang-Jensen,1974,,$10.60,,NDA-FI.HE,,$13.6B
Energy Transfer Partners,,$38.69 B,,USA,,,,,,,$12.53,,ET,,
Newmont,,$38.63 B,,USA,,,,,,,$48.67,,NEM,,
Realty Income,,$39.44 B,,USA,,,,,,,$62.90,,O,,
Realty Income,Diversified Financials,$43.97 B,371,United States,,,,Sumit Roy,1969,,,,,,$2.1B
Lloyds Banking Group,Banking,$39.28 B,"57,955",UK,,,,Charlie Nunn,2009,,$2.27,,LYG,,$58.5B
Lloyds Banking Group,,$40.54 B,57.955,LYG,,,,,,,$2.41,,,,$21.51 B
Sika,Chemicals,$39.45 B,"27,059",Switzerland,,,,Thomas Hasler,1910,,$257.66,,SIKA.SW,,$10.1B
Neste,Oil & Gas Operations,$39.50 B,"4,845",Finland,,,,Matti Lehmus,1948,,$51.43,,NESTE.HE,,$17.9B
Prudential Financial,,$39.62 B,,USA,,,,,,,$107.68,,PRU,,
Prudential Financial,Banking and Financial Services,$43.6 B,"15,364",United States,,,,Charles F. Lowrey,1875,,,,,,$70.9B
Nucor,,$39.55 B,,USA,,,,,,,$154.20,,NUE,,
Nucor,Materials,$43.29 B,"28,800",United States,,,,Leon J. Topalian,1905,,,,,,$40B
Citic Securities,Diversified Financials,$39.72 B,"23,696",China,,,,Federico Bazzoni,1995,,$2.83,,,,$11.7B
Baidu,IT Software & Services,$39.65 B,"45,500",China,,,,Yan Hong Li,2000,,$113.80,,BIDU,,$19.3B
Banco Santander Brasil,,$39.87 B,,Brazil,,,,,,,$5.35,,BSBR,,
Lonza,,$39.92 B,,Switzerland,,,,,,,$538.18,,LONN.SW,,
Lukoil,,$39.92 B,,Russia,,,,,,,$61.21,,LKOH.ME,,
Nornickel,,$40.20 B,,Russia,,,,,,,$261.66,,GMKN.ME,,
Adani Green Energy,Utilities,$40.12 B,"2,343",India,,,,Not found,2015,,$25.33,,ADANIGREEN.NS,,$419M
Wanhua Chemical,,$40.23 B,,China,,,,,,,$12.81,,600309.SS,,
Compass Group,"Hotels, Restaurants & Leisure",$40.50 B,"478,070",UK,,,,Dominic Blakemore,1994,,$23.06,,CPG.L,,$24.5B
Compass Group,"Hotels, Restaurants & Leisure",$41.67 B,"478,070",united-kingdom,,,,Dominic Blakemore,1994,,$23.65,,,,$24.5B
Block,,$40.77 B,,USA,,,,,,,$68.18,,SQ,,
Block,IT Software & Services,$59.55 B,"8,521",United States,,,,Jack Patrick Dorsey,2009,,,,,,$17.7B
Apollo Global Management,,$40.95 B,,USA,,,,,,,$68.25,,APO,,
Apollo Global Management,Diversified Financials,$30.79 B,"1,509",United States,,,,Marc Jeffrey Rowan,1990,,,,,,$4.8B
Honda,,$40.99 B,,Japan,,,,,,,$24.17,,HMC,,
Tokio Marine,,$41.18 B,,Japan,,,,,,,$20.50,,8766.T,,
Fortescue,,$41.18 B,,Australia,,,,,,,$13.38,,FMG.AX,,
Exelon Corporation,,$41.19 B,,USA,,,,,,,$41.45,,EXC,,
Exelon Corporation,Utilities—Diversified,$65.53 B,"31,518",United States,"Chicago, IL, United States",,Utilities,Mr. Christopher Mark Crane,"October 20, 2000",,,,EXC,,US$33.039 Billion (Fiscal Year Ended 31 December 2020)
Trane Technologies,Conglomerates,$41.22 B,"39,557",Ireland,,,,Dave S. Regnery,1885,,$179.01,,TT,,$14.1B
Ross Stores,,$41.30 B,100.000,USA,,,,,,,$119.00,,ROST,,$18.50 B
Ross Stores,Retailing,$36.35 B,"100,000",United States,,,,Barbara Rentler,1982,,,,,,$18.9B
Nutrien,Chemicals,$41.60 B,"23,500",Canada,,,,Kenneth A. Seitz,2017,,$79.44,,NTR,,$27.6B
Arista Networks,,$41.49 B,,USA,,,,,,,$135.04,,ANET,,
Arista Networks,Technology Hardware & Equipment,$36.22 B,"2,993",United States,,,,Jayshree V. Ullal,2004,,,,,,$2.9B
Arista Networks,,$35.33 B,2.993,ANET,,,,,,,$115.00,,,,$3.93 B
Denso,Consumer Durables,$41.64 B,"168,391",Japan,,,,Koji Arima,1949,,$55.37,,6902.T,,$49.5B
Ferrari,Consumer Durables,$41.86 B,"4,609",Italy,,,,Benedetto Vigna,1947,,$226.58,,RACE,,$5B
Arthur J. Gallagher & Co.,,$42.43 B,,USA,,,,,,,$201.26,,AJG,,
Arthur J. Gallagher & Co.,Insurance Brokers,$34.22 B,"39,000",United States,"Rolling Meadows, IL, United States",,Financials,Mr. J. Patrick Gallagher Jr.,1927,,,,AJG,,"US$7.003 Billion (Fiscal Year Ended December 31, 2020)"
